arquitectura,fase,semilla,objetivo_fase,checkpoint_origen,checkpoint_generado,timesteps_previstos,timesteps_registrados,directorio_tensorboard,n_archivos_eventos,csv_asociado,metricas_disponibles,estado_datos,observaciones
SUB-WP,Fase 3 r2,42,Salida desde la estanteria (correccion r2 de la zona de descarga),pruebas/subwp_s42_stage2_final.zip,pruebas/subwp_s42_wp75_r2_stage3_final.zip,4000000,8505344,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage3_r2_subwp_s42_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s42_r2_stage3.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"La correccion r2 resuelve un error en la zona de descarga (dropoff) que invalidaba las fases de salida y retorno anteriores (documentado explicitamente en el docstring del script). Se excluyen las versiones sin r2. Para s42 existe tambien 'stage3_r2_subwp_s42_wp75_0' (sin sufijo noped), un intento mas corto (~4.6M pasos acumulados) que no llega al mismo punto que la version 'noped' (~8.5M acumulados, coherente con las otras semillas); se usa la version 'noped' como canonica."
SUB-WP,Fase 3 r2,123,Salida desde la estanteria (correccion r2 de la zona de descarga),pruebas/subwp_s123_stage2_final.zip,pruebas/subwp_s123_wp75_r2_stage3_final.zip,4000000,8505344,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage3_r2_subwp_s123_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s123_r2_stage3.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"La correccion r2 resuelve un error en la zona de descarga (dropoff) que invalidaba las fases de salida y retorno anteriores (documentado explicitamente en el docstring del script). Se excluyen las versiones sin r2. Para s42 existe tambien 'stage3_r2_subwp_s42_wp75_0' (sin sufijo noped), un intento mas corto (~4.6M pasos acumulados) que no llega al mismo punto que la version 'noped' (~8.5M acumulados, coherente con las otras semillas); se usa la version 'noped' como canonica."
SUB-WP,Fase 3 r2,524,Salida desde la estanteria (correccion r2 de la zona de descarga),pruebas/subwp_s524_stage2_final.zip,pruebas/subwp_s524_wp75_r2_stage3_final.zip,4000000,8505344,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage3_r2_subwp_s524_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s524_r2_stage3.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"La correccion r2 resuelve un error en la zona de descarga (dropoff) que invalidaba las fases de salida y retorno anteriores (documentado explicitamente en el docstring del script). Se excluyen las versiones sin r2. Para s42 existe tambien 'stage3_r2_subwp_s42_wp75_0' (sin sufijo noped), un intento mas corto (~4.6M pasos acumulados) que no llega al mismo punto que la version 'noped' (~8.5M acumulados, coherente con las otras semillas); se usa la version 'noped' como canonica."
SUB-WP,Fase 4 r2,42,Ciclo aproximacion + salida (70/30),pruebas/subwp_s42_wp75_r2_stage3_final.zip,pruebas/subwp_s42_wp75_r2_stage4_final.zip,4000000,12507136,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage4_r2_subwp_s42_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s42_r2_stage4.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,
SUB-WP,Fase 4 r2,123,Ciclo aproximacion + salida (70/30),pruebas/subwp_s123_wp75_r2_stage3_final.zip,pruebas/subwp_s123_wp75_r2_stage4_final.zip,4000000,12507136,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage4_r2_subwp_s123_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s123_r2_stage4.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,
SUB-WP,Fase 4 r2,524,Ciclo aproximacion + salida (70/30),pruebas/subwp_s524_wp75_r2_stage3_final.zip,pruebas/subwp_s524_wp75_r2_stage4_final.zip,4000000,12507136,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage4_r2_subwp_s524_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s524_r2_stage4.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,
SUB-WP,Fase 5 r2,42,Retorno a la base (correccion r2),pruebas/subwp_s42_wp75_r2_stage4_final.zip,pruebas/subwp_s42_wp75_r2_stage5_final.zip,2000000,14508032,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage5_r2_subwp_s42_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s42_r2_stage5.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,
SUB-WP,Fase 5 r2,123,Retorno a la base (correccion r2),pruebas/subwp_s123_wp75_r2_stage4_final.zip,pruebas/subwp_s123_wp75_r2_stage5_final.zip,2000000,14508032,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage5_r2_subwp_s123_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s123_r2_stage5.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,
SUB-WP,Fase 5 r2,524,Retorno a la base (correccion r2),pruebas/subwp_s524_wp75_r2_stage4_final.zip,pruebas/subwp_s524_wp75_r2_stage5_final.zip,2000000,14508032,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/stage5_r2_subwp_s524_wp75_noped_0,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_s524_r2_stage5.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,
SUB-WP,E2.0,42,Ciclo completo sin observacion de peaton (equivalente a Fase 6 de STH-WP),pruebas/subwp_s42_wp75_r2_stage5_final.zip,pruebas/subwp_e2_0_s42_final.zip,2000000,2000896,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_0_s42_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_0_s42_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"ASIMETRIA ENTRE SEMILLAS CONFIRMADA: para s42/s524, E2.0 parte de Fase 5 r2 (verificado). Para s123, el script original 'subwp_e2_0_s123.py' (que si parte de Fase 5 r2) fracaso por olvido catastrofico del approach durante el entrenamiento de Fase 5 (return-only): produjo timeout permanente (ep_len=6000) desde el primer batch. Se sustituyo por 'subwp_e2_0b_s123.py', que carga en su lugar el checkpoint de Fase 4 r2 (no Fase 5 r2) y sobrescribe el mismo archivo de salida 'subwp_e2_0_s123_final.zip'. La cadena real para s123 es, por tanto, Fase4r2 -> E2.0(b) -> E2.1, distinta de Fase5r2 -> E2.0 -> E2.1 en s42/s524. El intento fallido original se conserva en TensorBoard/CSV bajo 'subwp_e2_0_s123_*' y se muestra en este cuaderno como caso de estudio, pero no forma parte de la cadena valida."
SUB-WP,E2.0,123,Ciclo completo sin observacion de peaton (equivalente a Fase 6 de STH-WP),"pruebas/subwp_s123_wp75_r2_stage4_final.zip (via e2_0b, ver nota)",pruebas/subwp_e2_0_s123_final.zip,2000000,2000896,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_0b_s123_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_0b_s123_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"ASIMETRIA ENTRE SEMILLAS CONFIRMADA: para s42/s524, E2.0 parte de Fase 5 r2 (verificado). Para s123, el script original 'subwp_e2_0_s123.py' (que si parte de Fase 5 r2) fracaso por olvido catastrofico del approach durante el entrenamiento de Fase 5 (return-only): produjo timeout permanente (ep_len=6000) desde el primer batch. Se sustituyo por 'subwp_e2_0b_s123.py', que carga en su lugar el checkpoint de Fase 4 r2 (no Fase 5 r2) y sobrescribe el mismo archivo de salida 'subwp_e2_0_s123_final.zip'. La cadena real para s123 es, por tanto, Fase4r2 -> E2.0(b) -> E2.1, distinta de Fase5r2 -> E2.0 -> E2.1 en s42/s524. El intento fallido original se conserva en TensorBoard/CSV bajo 'subwp_e2_0_s123_*' y se muestra en este cuaderno como caso de estudio, pero no forma parte de la cadena valida."
SUB-WP,E2.0,524,Ciclo completo sin observacion de peaton (equivalente a Fase 6 de STH-WP),pruebas/subwp_s524_wp75_r2_stage5_final.zip,pruebas/subwp_e2_0_s524_final.zip,2000000,2000896,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_0_s524_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_0_s524_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"ASIMETRIA ENTRE SEMILLAS CONFIRMADA: para s42/s524, E2.0 parte de Fase 5 r2 (verificado). Para s123, el script original 'subwp_e2_0_s123.py' (que si parte de Fase 5 r2) fracaso por olvido catastrofico del approach durante el entrenamiento de Fase 5 (return-only): produjo timeout permanente (ep_len=6000) desde el primer batch. Se sustituyo por 'subwp_e2_0b_s123.py', que carga en su lugar el checkpoint de Fase 4 r2 (no Fase 5 r2) y sobrescribe el mismo archivo de salida 'subwp_e2_0_s123_final.zip'. La cadena real para s123 es, por tanto, Fase4r2 -> E2.0(b) -> E2.1, distinta de Fase5r2 -> E2.0 -> E2.1 en s42/s524. El intento fallido original se conserva en TensorBoard/CSV bajo 'subwp_e2_0_s123_*' y se muestra en este cuaderno como caso de estudio, pero no forma parte de la cadena valida."
SUB-WP,E2.1,42,Comportamiento con peaton mediante observaciones LIDAR realistas,pruebas/subwp_e2_0_s42_final.zip,pruebas/subwp_e2_1_s42_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_1_s42_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_1_s42_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Observacion de 40 dimensiones (36 LIDAR + 4 estado; el comentario del constructor de WebotsEnv que sugiere +8 dims de peaton es codigo muerto/desactualizado, no se aplica realmente), LIDAR a 5.0 m, sin posicion/velocidad de peaton en la observacion de la politica, objetivos dificiles ponderados 3x. MATIZ METODOLOGICO: la recompensa usa la posicion exacta del peaton via supervisor para penalizacion de proximidad y bonus de espera en el cono de salida, aunque la politica nunca la observa directamente. Para s123 existen dos carpetas TensorBoard (_1 y _2); se usa _2 por ser la que registra el rango de pasos completo hasta 6M (verificado programaticamente mas abajo, no solo por tamaño de archivo)."
SUB-WP,E2.1,123,Comportamiento con peaton mediante observaciones LIDAR realistas,pruebas/subwp_e2_0_s123_final.zip,pruebas/subwp_e2_1_s123_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_1_s123_2,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_1_s123_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Observacion de 40 dimensiones (36 LIDAR + 4 estado; el comentario del constructor de WebotsEnv que sugiere +8 dims de peaton es codigo muerto/desactualizado, no se aplica realmente), LIDAR a 5.0 m, sin posicion/velocidad de peaton en la observacion de la politica, objetivos dificiles ponderados 3x. MATIZ METODOLOGICO: la recompensa usa la posicion exacta del peaton via supervisor para penalizacion de proximidad y bonus de espera en el cono de salida, aunque la politica nunca la observa directamente. Para s123 existen dos carpetas TensorBoard (_1 y _2); se usa _2 por ser la que registra el rango de pasos completo hasta 6M (verificado programaticamente mas abajo, no solo por tamaño de archivo)."
SUB-WP,E2.1,524,Comportamiento con peaton mediante observaciones LIDAR realistas,pruebas/subwp_e2_0_s524_final.zip,pruebas/subwp_e2_1_s524_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_1_s524_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_1_s524_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Observacion de 40 dimensiones (36 LIDAR + 4 estado; el comentario del constructor de WebotsEnv que sugiere +8 dims de peaton es codigo muerto/desactualizado, no se aplica realmente), LIDAR a 5.0 m, sin posicion/velocidad de peaton en la observacion de la politica, objetivos dificiles ponderados 3x. MATIZ METODOLOGICO: la recompensa usa la posicion exacta del peaton via supervisor para penalizacion de proximidad y bonus de espera en el cono de salida, aunque la politica nunca la observa directamente. Para s123 existen dos carpetas TensorBoard (_1 y _2); se usa _2 por ser la que registra el rango de pasos completo hasta 6M (verificado programaticamente mas abajo, no solo por tamaño de archivo)."
SUB-WP,E2.2,42,Replanning dinamico basado en LIDAR (umbral historico 1.5-4.5 m),pruebas/subwp_e2_1_s42_final.zip,pruebas/subwp_e2_2_s42_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_2_s42_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_2_s42_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Parte de E2.1. Filtro LIDAR dinamico historico en [1.5, 4.5] m (la constante compartida en webots_env.py fue modificada in-place tras E2.2b y hoy vale 2.5 m, pero no afecta a los datos ya generados de E2.2). No se presupone mejora sobre E2.1."
SUB-WP,E2.2,123,Replanning dinamico basado en LIDAR (umbral historico 1.5-4.5 m),pruebas/subwp_e2_1_s123_final.zip,pruebas/subwp_e2_2_s123_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_2_s123_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_2_s123_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Parte de E2.1. Filtro LIDAR dinamico historico en [1.5, 4.5] m (la constante compartida en webots_env.py fue modificada in-place tras E2.2b y hoy vale 2.5 m, pero no afecta a los datos ya generados de E2.2). No se presupone mejora sobre E2.1."
SUB-WP,E2.2,524,Replanning dinamico basado en LIDAR (umbral historico 1.5-4.5 m),pruebas/subwp_e2_1_s524_final.zip,pruebas/subwp_e2_2_s524_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_2_s524_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_2_s524_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Parte de E2.1. Filtro LIDAR dinamico historico en [1.5, 4.5] m (la constante compartida en webots_env.py fue modificada in-place tras E2.2b y hoy vale 2.5 m, pero no afecta a los datos ya generados de E2.2). No se presupone mejora sobre E2.1."
SUB-WP,E2.2b,42,Replanning dinamico basado en LIDAR (umbral corregido 2.5-4.5 m),pruebas/subwp_e2_1_s42_final.zip,pruebas/subwp_e2_2b_s42_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_2b_s42_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_2b_s42_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Parte DIRECTAMENTE de E2.1 (no de E2.2), confirmado en el docstring del script ('Base: E2.1, no E2.2 que fallo'). Umbral minimo elevado de 1.5 a 2.5 m. No se presupone superioridad sobre E2.1."
SUB-WP,E2.2b,123,Replanning dinamico basado en LIDAR (umbral corregido 2.5-4.5 m),pruebas/subwp_e2_1_s123_final.zip,pruebas/subwp_e2_2b_s123_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_2b_s123_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_2b_s123_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Parte DIRECTAMENTE de E2.1 (no de E2.2), confirmado en el docstring del script ('Base: E2.1, no E2.2 que fallo'). Umbral minimo elevado de 1.5 a 2.5 m. No se presupone superioridad sobre E2.1."
SUB-WP,E2.2b,524,Replanning dinamico basado en LIDAR (umbral corregido 2.5-4.5 m),pruebas/subwp_e2_1_s524_final.zip,pruebas/subwp_e2_2b_s524_final.zip,6000000,6000640,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/tensorboard_logs/subwp_e2_2b_s524_1,1,/Users/adrigarcia/tfm-robots-rl/simulacion/controllers/rl_train_SUB_WP_continuo/stats_subwp_e2_2b_s524_stage6.csv,stats/tasa_exito_%; stats/tasa_colision_%; stats/tasa_truncado_%; stats/tasa_estanteria_%; rollout/ep_rew_mean; rollout/ep_len_mean; train/value_loss; train/policy_gradient_loss; train/entropy_loss; train/approx_kl; train/clip_fraction; train/explained_variance; train/learning_rate,completo,"Parte DIRECTAMENTE de E2.1 (no de E2.2), confirmado en el docstring del script ('Base: E2.1, no E2.2 que fallo'). Umbral minimo elevado de 1.5 a 2.5 m. No se presupone superioridad sobre E2.1."
